,Entreprise,Metier,Technologies,Diplome,Experience,Ville,Techlist
1481,National Instruments,Lead data scientist,sql/r/python/big data,Master,3.0,Bordeaux,"['sql', 'r', 'python', 'big data']"
1482,Mintel,Data scientist,excel/vba/r,Master,0.0,Paris,"['excel', 'vba', 'r']"
1483,Civis Analytics,Data engineer,python/spark/gnu/linux,Master,3.0,Bordeaux,"['python', 'spark', 'gnu', 'linux']"
1484,Google,Lead data scientist,vba/python/excel/r,Master,3.0,Rennes,"['vba', 'python', 'excel', 'r']"
1485,WHOOP,Data architecte,python/hadoop/kafka/aws,Master,3.0,Toulouse,"['python', 'hadoop', 'kafka', 'aws']"
1486,HiTS,Data architecte,spark/python,Bachelor,3.0,Lyon,"['spark', 'python']"
1487,Weill Cornell Medicine,Data scientist,r/machine learning/excel/vba,Bachelor,2.5,Paris,"['r', 'machine learning', 'excel', 'vba']"
1488,Novetta,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,2.0,Nice,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
1489,Wayfair,Data engineer,python/java/linux/gnu,No diploma,3.0,Toulouse,"['python', 'java', 'linux', 'gnu']"
1490,ResMed,Data engineer,c/c++/java/python/linux,No diploma,1.0,Lille,"['c', 'c++', 'java', 'python', 'linux']"
1491,Unisys,Data scientist,python/tensorflow/scikit-learn/deep learning/r,Bachelor,2.0,Lille,"['python', 'tensorflow', 'scikit-learn', 'deep learning', 'r']"
1492,Brigham & Women's Hospital(BWH),Data engineer,java/hadoop/hadoop/yarn,Phd,1.5,Lyon,"['java', 'hadoop', 'hadoop', 'yarn']"
1493,UNKNOWN,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,0.5,Lyon,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
1494,UNKNOWN,Data engineer,python/java/linux/gnu,Master,0.0,Lyon,"['python', 'java', 'linux', 'gnu']"
1495,Splunk,Data engineer,elasticsearch/kibana/mongodb,Master,0.0,Toulouse,"['elasticsearch', 'kibana', 'mongodb']"
1496,Nielsen,Data architecte,elasticsearch/kibana/redshift,Bachelor,1.5,Lyon,"['elasticsearch', 'kibana', 'redshift']"
1497,e.biT Consulting,Data architecte,python/hadoop/kafka/aws,Master,0.0,Lyon,"['python', 'hadoop', 'kafka', 'aws']"
1498,Kelvin,Data engineer,java/hadoop/hadoop/yarn,Master,1.5,Marseille,"['java', 'hadoop', 'hadoop', 'yarn']"
1499,Mathematica Policy Research,Data scientist,python/r/machine learning/excel/vba/c++,Phd,1.5,Lyon,"['python', 'r', 'machine learning', 'excel', 'vba', 'c++']"
1500,Brigham & Women's Hospital(BWH),Data architecte,java/aws/elasticsearch/kibana,Phd,4.0,Paris,"['java', 'aws', 'elasticsearch', 'kibana']"
1501,UNKNOWN,Data architecte,java/aws/elasticsearch/kibana,Master,4.0,Toulouse,"['java', 'aws', 'elasticsearch', 'kibana']"
1502,Google,Data architecte,java/python/linux,Bachelor,3.0,Lille,"['java', 'python', 'linux']"
1503,eviCore healthcare,Data architecte,java/python/linux,No diploma,3.0,Lille,"['java', 'python', 'linux']"
1504,UNKNOWN,Data scientist,sql/r/python/big data,Phd,2.5,Bordeaux,"['sql', 'r', 'python', 'big data']"
1505,Clear Story Data,Lead data scientist,sql/r/python/big data,Phd,4.0,Paris,"['sql', 'r', 'python', 'big data']"
1506,Ginkgo Bioworks,Data architecte,spark/python,Master,6.0,Paris,"['spark', 'python']"
1507,ICF,Data architecte,java/linux/docker,Master,4.0,Grenoble,"['java', 'linux', 'docker']"
1508,UNKNOWN,Lead data scientist,sql/r/python/big data,Master,6.0,Lyon,"['sql', 'r', 'python', 'big data']"
1509,Cotiviti,Data architecte,elasticsearch/kibana/redshift,Master,3.0,Lyon,"['elasticsearch', 'kibana', 'redshift']"
1510,Amazon.com,Data scientist,vba/python/excel/r,Master,3.5,Toulouse,"['vba', 'python', 'excel', 'r']"
1511,UNKNOWN,Data scientist,sql/r/python/big data,Master,2.5,Toulouse,"['sql', 'r', 'python', 'big data']"
1512,Panjiva,Data scientist,excel/vba/r/python/pyspark,Master,1.5,Lille,"['excel', 'vba', 'r', 'python', 'pyspark']"
1513,Ball Aerospace,Data architecte,python/java/scala/mongodb,Master,3.5,Marseille,"['python', 'java', 'scala', 'mongodb']"
1514,UNKNOWN,Data scientist,python/tensorflow/r/big data,Master,0.0,Paris,"['python', 'tensorflow', 'r', 'big data']"
1515,Code Pilot,Data scientist,python/r/machine learning/excel/vba/c++,Master,1.5,Paris,"['python', 'r', 'machine learning', 'excel', 'vba', 'c++']"
1516,Emory University,Data scientist,python/microsoft azure/r/sql,Master,2.5,Lyon,"['python', 'microsoft azure', 'r', 'sql']"
1517,Matrix Resources,Data engineer,python/java/linux/gnu,Master,2.5,Paris,"['python', 'java', 'linux', 'gnu']"
1518,Astellas Pharmaceuticals,Data scientist,spss/excel/sas/r/machine learning/ai/scoring,Master,2.0,Lyon,"['spss', 'excel', 'sas', 'r', 'machine learning', 'ai', 'scoring']"
1519,AccessLex Institute,Data engineer,elasticsearch/kibana/mongodb,Bachelor,1.5,Toulon,"['elasticsearch', 'kibana', 'mongodb']"
1520,Ball Aerospace,Lead data scientist,sql/r/python/big data,Master,2.5,Strasbourg,"['sql', 'r', 'python', 'big data']"
1521,UNKNOWN,Data architecte,java/python/linux,Phd,1.0,Lyon,"['java', 'python', 'linux']"
1522,UNKNOWN,Data architecte,hadoop/hive/vertica/tableau,Master,1.5,Lyon,"['hadoop', 'hive', 'vertica', 'tableau']"
1523,Grant Thornton,Data engineer,docker/postgresql/elasticsearch/kibana/mongodb,Phd,3.5,Rennes,"['docker', 'postgresql', 'elasticsearch', 'kibana', 'mongodb']"
1524,Brigham & Women's Hospital(BWH),Data engineer,python/pyspark/spark,Master,2.0,Lille,"['python', 'pyspark', 'spark']"
1525,UNKNOWN,Data scientist,matlab/python/pyspark/scikit-learn/tensorflow,Phd,1.0,Lille,"['matlab', 'python', 'pyspark', 'scikit-learn', 'tensorflow']"
1526,Massachusetts General Hospital(MGH),Data architecte,java/aws/elasticsearch/kibana,Bachelor,5.0,Lyon,"['java', 'aws', 'elasticsearch', 'kibana']"
1527,Bionic Sciences Inc.,Lead data scientist,r/python/hadoop/hive/sql,Master,4.0,Marseille,"['r', 'python', 'hadoop', 'hive', 'sql']"
1528,UNKNOWN,Data architecte,hadoop/hive/vertica/tableau,No diploma,1.0,Lyon,"['hadoop', 'hive', 'vertica', 'tableau']"
1529,23andMe,Data scientist,python/pyspark/machine learning/microsoft azure,Bachelor,2.5,Paris,"['python', 'pyspark', 'machine learning', 'microsoft azure']"
1530,UNKNOWN,Data engineer,aws/python/c/c++/docker,Master,1.0,Marseille,"['aws', 'python', 'c', 'c++', 'docker']"
1531,Ball Aerospace,Data architecte,python/java/scala/mongodb,No diploma,7.0,Lyon,"['python', 'java', 'scala', 'mongodb']"
1532,UNKNOWN,Data scientist,sql/r/python/big data,Phd,2.0,Marseille,"['sql', 'r', 'python', 'big data']"
1533,C3 IoT,Data scientist,sql/r/python/big data,Master,1.0,Paris,"['sql', 'r', 'python', 'big data']"
1534,Payments & Cards Network,Lead data scientist,python/r/spark/hadoop/sql,Master,3.5,Marseille,"['python', 'r', 'spark', 'hadoop', 'sql']"
1535,Analysis Group,Data engineer,python/spark/gnu/linux,No diploma,1.0,Lyon,"['python', 'spark', 'gnu', 'linux']"
1536,UNKNOWN,Lead data scientist,r/python/spark/pycharm/sas/sql,Master,3.5,Paris,"['r', 'python', 'spark', 'pycharm', 'sas', 'sql']"
1537,Ball Aerospace,Data scientist,matlab/c/c++/python/scikit-learn,Master,1.5,Grenoble,"['matlab', 'c', 'c++', 'python', 'scikit-learn']"
1538,Invicro,Lead data scientist,r/python/hadoop/hive/sql,Bachelor,0.5,Paris,"['r', 'python', 'hadoop', 'hive', 'sql']"
1539,Duff & Phelps Investment Management Company,Data engineer,python/pyspark/spark,Phd,3.0,Paris,"['python', 'pyspark', 'spark']"
1540,McKinsey & Company,Lead data scientist,python/tensorflow/scikit-learn/deep learning/r,Bachelor,6.0,Toulouse,"['python', 'tensorflow', 'scikit-learn', 'deep learning', 'r']"
1541,Northside Hospital,Data architecte,hadoop/hive/vertica/tableau,Master,9.0,Lyon,"['hadoop', 'hive', 'vertica', 'tableau']"
1542,"Summit Technologies, Inc.",Data scientist,python/r/spark/hadoop/sql,Master,0.0,Grenoble,"['python', 'r', 'spark', 'hadoop', 'sql']"
1543,UNKNOWN,Data scientist,sql/r/python/big data,Master,2.0,Grenoble,"['sql', 'r', 'python', 'big data']"
1544,Civis Analytics,Data engineer,docker/postgresql/elasticsearch/kibana/mongodb,No diploma,4.0,Lille,"['docker', 'postgresql', 'elasticsearch', 'kibana', 'mongodb']"
1545,Celect,Lead data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,2.5,Marseille,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
1546,Emory University,Data engineer,docker/postgresql/elasticsearch/kibana/mongodb,Phd,3.0,Nantes,"['docker', 'postgresql', 'elasticsearch', 'kibana', 'mongodb']"
1547,Biogen,Data scientist,excel/python/matlab/r/machine learning/anglais,Phd,2.0,Toulouse,"['excel', 'python', 'matlab', 'r', 'machine learning', 'anglais']"
1548,Axcella Health,Data scientist,c++/r/python/matlab/matplotlib,Phd,2.0,Paris,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
1549,UNKNOWN,Data architecte,hadoop/hive/vertica/tableau,Master,1.0,Paris,"['hadoop', 'hive', 'vertica', 'tableau']"
1550,Covance,Data architecte,python/java/scala/mongodb,Master,12.0,Toulouse,"['python', 'java', 'scala', 'mongodb']"
1551,UNKNOWN,Data engineer,elasticsearch/kibana/mongodb,Master,2.0,Toulon,"['elasticsearch', 'kibana', 'mongodb']"
1552,UNKNOWN,Data scientist,matlab/c/c++/python/scikit-learn,Master,0.0,Paris,"['matlab', 'c', 'c++', 'python', 'scikit-learn']"
1553,Ball Aerospace,Data engineer,elasticsearch/kibana/mongodb,Bachelor,1.0,Toulouse,"['elasticsearch', 'kibana', 'mongodb']"
1554,Inari Agriculture,Data scientist,spss/excel/sas/r/machine learning/ai/scoring,Master,0.5,Paris,"['spss', 'excel', 'sas', 'r', 'machine learning', 'ai', 'scoring']"
1555,Loomly,Data engineer,spark/python/scala,Master,4.0,Lille,"['spark', 'python', 'scala']"
1556,Commonwealth Sciences,Data engineer,elasticsearch/kibana/mongodb,Master,5.0,Bordeaux,"['elasticsearch', 'kibana', 'mongodb']"
1557,Harnham,Data scientist,excel/vba/r/python/pyspark,Phd,3.0,Paris,"['excel', 'vba', 'r', 'python', 'pyspark']"
1558,Olympia Medical Center,Data scientist,python/tensorflow/r/big data,Phd,7.0,Lyon,"['python', 'tensorflow', 'r', 'big data']"
1559,UNKNOWN,Data scientist,python/r/spark/hadoop/sql,Bachelor,0.5,Strasbourg,"['python', 'r', 'spark', 'hadoop', 'sql']"
1560,Catapult Sports,Lead data scientist,sas/teradata/sql/r/python/machine learning/anglais,Phd,5.0,Paris,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
1561,Takeda Pharmaceutical,Data architecte,hadoop/hive/vertica/tableau,No diploma,1.5,Strasbourg,"['hadoop', 'hive', 'vertica', 'tableau']"
1562,Broad Institute,Data scientist,r/machine learning/excel/vba,Master,2.5,Paris,"['r', 'machine learning', 'excel', 'vba']"
1563,Ball Aerospace,Data architecte,mongodb/sql/docker,Bachelor,1.5,Paris,"['mongodb', 'sql', 'docker']"
1564,Mintel Group,Data engineer,python/spark/gnu/linux,Phd,2.0,Paris,"['python', 'spark', 'gnu', 'linux']"
1565,UNKNOWN,Data architecte,python/spark/hive/hadoop,Master,1.5,Rennes,"['python', 'spark', 'hive', 'hadoop']"
1566,UNKNOWN,Data scientist,excel/vba/r/python/pyspark,Master,2.0,Marseille,"['excel', 'vba', 'r', 'python', 'pyspark']"
1567,Correlation One,Data scientist,r/machine learning/excel/vba,Master,2.0,Toulouse,"['r', 'machine learning', 'excel', 'vba']"
1568,UNKNOWN,Data architecte,python/aws/docker,Master,4.0,Paris,"['python', 'aws', 'docker']"
1569,Comcast,Data scientist,sql/r/python/big data,Master,0.5,Toulon,"['sql', 'r', 'python', 'big data']"
1570,Amyx Inc,Data engineer,elasticsearch/kibana/mongodb,Bachelor,0.0,Lyon,"['elasticsearch', 'kibana', 'mongodb']"
1571,UNKNOWN,Data architecte,java/aws/elasticsearch/kibana,Master,2.0,Lille,"['java', 'aws', 'elasticsearch', 'kibana']"
1572,Google,Data scientist,python/microsoft azure/r/sql,Master,0.5,Paris,"['python', 'microsoft azure', 'r', 'sql']"
1573,AB Sciex Pte,Data scientist,r/python/spark/pycharm/sas/sql,Master,2.0,Rouen,"['r', 'python', 'spark', 'pycharm', 'sas', 'sql']"
1574,LinQuest Corporation,Data engineer,c/c++/java/python/linux,No diploma,3.5,Nice,"['c', 'c++', 'java', 'python', 'linux']"
1575,UNKNOWN,Data scientist,c/c++/java/python,Phd,1.0,Marseille,"['c', 'c++', 'java', 'python']"
1576,UNKNOWN,Lead data scientist,vba/python/excel/r,Master,6.0,Rennes,"['vba', 'python', 'excel', 'r']"
1577,Fidelity Investments,Data architecte,docker/gnu/windows/linux/python,Master,4.0,Marseille,"['docker', 'gnu', 'windows', 'linux', 'python']"
1578,UNKNOWN,Data architecte,spark/python,Master,2.0,Paris,"['spark', 'python']"
1579,UNKNOWN,Data scientist,python/tensorflow/r/big data,Master,3.5,Paris,"['python', 'tensorflow', 'r', 'big data']"
1580,Emory Healthcare,Lead data scientist,r/python/hadoop/hive/sql,Phd,1.0,Lille,"['r', 'python', 'hadoop', 'hive', 'sql']"
1581,UNKNOWN,Data scientist,excel/vba/r,Phd,0.0,Lyon,"['excel', 'vba', 'r']"
1582,CDK Global,Data scientist,excel/vba/r,Phd,2.0,Lille,"['excel', 'vba', 'r']"
1583,Department of Health And Human Services,Data engineer,c/c++/java/python/linux,Master,1.0,Lyon,"['c', 'c++', 'java', 'python', 'linux']"
1584,Ball Aerospace,Lead data scientist,python/tensorflow/r/big data,Phd,8.0,Rennes,"['python', 'tensorflow', 'r', 'big data']"
1585,UNKNOWN,Data engineer,map-reduce/hadoop/pig/hbase/python/cassandra,No diploma,0.0,Lyon,"['map-reduce', 'hadoop', 'pig', 'hbase', 'python', 'cassandra']"
1586,Neuberger Berman,Data scientist,c++/r/python/matlab/matplotlib,Master,0.5,Lyon,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
1587,USC,Data scientist,r/python/spark/pycharm/sas/sql,Master,2.5,Marseille,"['r', 'python', 'spark', 'pycharm', 'sas', 'sql']"
1588,Akili Interactive,Data engineer,oracle/java/mysql/linux,Phd,3.0,Rennes,"['oracle', 'java', 'mysql', 'linux']"
1589,Cedars-Sinai Medical Center,Data scientist,python/microsoft azure/r/sql,Master,1.0,Rouen,"['python', 'microsoft azure', 'r', 'sql']"
1590,UNKNOWN,Lead data scientist,python/pyspark/machine learning/microsoft azure,Master,3.0,Lyon,"['python', 'pyspark', 'machine learning', 'microsoft azure']"
1591,Capgemini,Lead data scientist,sql/r/python/big data,Phd,6.0,Toulouse,"['sql', 'r', 'python', 'big data']"
1592,McKinsey & Company,Data architecte,docker/gnu/windows/linux/python,Bachelor,0.0,Rennes,"['docker', 'gnu', 'windows', 'linux', 'python']"
1593,Amtrak,Data engineer,elasticsearch/kibana/mongodb,Bachelor,0.0,Bordeaux,"['elasticsearch', 'kibana', 'mongodb']"
1594,NCSA - Next College Student Athlete,Data architecte,java/aws/elasticsearch/kibana,Master,3.5,Paris,"['java', 'aws', 'elasticsearch', 'kibana']"
1595,Honeywell,Lead data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,4.0,Toulouse,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
1596,Vertex Pharmaceuticals,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Bachelor,0.5,Paris,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
1597,The University of Chicago,Data scientist,python/pyspark/machine learning/microsoft azure,No diploma,0.5,Strasbourg,"['python', 'pyspark', 'machine learning', 'microsoft azure']"
1598,Dana-Farber Cancer Institute,Data architecte,mongodb/sql/docker,Phd,3.5,Marseille,"['mongodb', 'sql', 'docker']"
1599,UNKNOWN,Lead data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,2.0,Lyon,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
1600,bluebird bio,Data scientist,c++/r/python/matlab/matplotlib,Phd,2.5,Toulouse,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
1601,Georgia Tech Research Institute,Data architecte,hadoop/elasticsearch,No diploma,1.0,Paris,"['hadoop', 'elasticsearch']"
1602,Rush University Medical Center,Data scientist,python/microsoft azure/r/sql,Phd,1.5,Lyon,"['python', 'microsoft azure', 'r', 'sql']"
1603,Tessella,Lead data scientist,excel/vba/r,Phd,4.0,Toulouse,"['excel', 'vba', 'r']"
1604,HERE Technologies,Data engineer,python/pyspark/spark,Master,1.5,Lyon,"['python', 'pyspark', 'spark']"
1605,Brigham & Women's Hospital(BWH),Data architecte,hadoop/elasticsearch,No diploma,1.0,Rennes,"['hadoop', 'elasticsearch']"
1606,Cambridge Consultants Ltd,Data scientist,excel/vba/r,Bachelor,17.0,Bordeaux,"['excel', 'vba', 'r']"
1607,UNKNOWN,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,7.0,Marseille,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
1608,Spotify,Data architecte,java/linux/docker,No diploma,6.0,Marseille,"['java', 'linux', 'docker']"
1609,Georgia Tech Research Institute,Data architecte,python/java/scala/mongodb,Master,3.0,Marseille,"['python', 'java', 'scala', 'mongodb']"
1610,Ball Aerospace,Lead data scientist,spss/excel/sas/r/machine learning/ai/scoring,Bachelor,6.0,Marseille,"['spss', 'excel', 'sas', 'r', 'machine learning', 'ai', 'scoring']"
1611,DELL,Data architecte,hadoop/hive/vertica/tableau,No diploma,1.0,Paris,"['hadoop', 'hive', 'vertica', 'tableau']"
1612,Redfish Technology - High Tech Executive Recruiters,Data scientist,vba/python/excel/r,Master,7.0,Marseille,"['vba', 'python', 'excel', 'r']"
1613,University of Colorado,Data architecte,python/spark/hive/hadoop,Master,3.5,Paris,"['python', 'spark', 'hive', 'hadoop']"
1614,Slack,Data scientist,python/tensorflow/r/big data,Master,2.5,Marseille,"['python', 'tensorflow', 'r', 'big data']"
1615,PNC Financial Services Group,Data engineer,aws/python/c/c++/docker,No diploma,3.0,Lyon,"['aws', 'python', 'c', 'c++', 'docker']"
1616,"Advanced Micro Devices, Inc.",Lead data scientist,sql/r/python/big data,Master,3.0,Lyon,"['sql', 'r', 'python', 'big data']"
1617,IFPRI (International Food Policy Research Institute),Data engineer,mongodb/mariadb/python/docker,Master,3.5,Lyon,"['mongodb', 'mariadb', 'python', 'docker']"
1618,Google,Data architecte,spark/python,Master,1.0,Lille,"['spark', 'python']"
1619,Sanofi,Data scientist,c++/r/python/matlab/matplotlib,Master,2.0,Toulouse,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
1620,"BigBear, Inc.",Data scientist,python/r/machine learning/excel/vba/c++,Master,2.0,Paris,"['python', 'r', 'machine learning', 'excel', 'vba', 'c++']"
1621,DigitasLBi,Data engineer,oracle/java/mysql/linux,Master,8.0,Marseille,"['oracle', 'java', 'mysql', 'linux']"
1622,UNKNOWN,Data engineer,python/spark/gnu/linux,Master,1.0,Nantes,"['python', 'spark', 'gnu', 'linux']"
1623,Ball Aerospace,Data scientist,spss/excel/sas/r/machine learning/ai/scoring,Phd,1.0,Nantes,"['spss', 'excel', 'sas', 'r', 'machine learning', 'ai', 'scoring']"
1624,JD.com,Data scientist,excel/vba/r,Master,1.5,Marseille,"['excel', 'vba', 'r']"
1625,"Apex Companies, LLC",Data architecte,python/java/scala/mongodb,No diploma,13.0,Paris,"['python', 'java', 'scala', 'mongodb']"
1626,UNKNOWN,Data scientist,sql/r/python/big data,Phd,2.0,Paris,"['sql', 'r', 'python', 'big data']"
1627,Baim Institute for Clinical Research,Data scientist,c++/r/python/matlab/matplotlib,Phd,2.5,Lyon,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
1628,JP Morgan Chase,Data scientist,sql/r/python/big data,Master,1.5,Lille,"['sql', 'r', 'python', 'big data']"
1629,Civis Analytics,Data engineer,docker/postgresql/elasticsearch/kibana/mongodb,Master,4.0,Marseille,"['docker', 'postgresql', 'elasticsearch', 'kibana', 'mongodb']"
1630,Ball Aerospace,Data scientist,matlab/python/c++/numpy/tensorflow/scikit-learn,Phd,1.0,Toulouse,"['matlab', 'python', 'c++', 'numpy', 'tensorflow', 'scikit-learn']"
1631,UNKNOWN,Data engineer,spark/python/scala,Phd,0.0,Nice,"['spark', 'python', 'scala']"
1632,Locke Careers,Data engineer,java/linux/gnu/docker,No diploma,2.5,Lyon,"['java', 'linux', 'gnu', 'docker']"
1633,Takeda Pharmaceutical,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,1.0,Marseille,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
1634,Dana-Farber Cancer Institute,Lead data scientist,excel/vba/r/python/pyspark,Phd,2.5,Toulouse,"['excel', 'vba', 'r', 'python', 'pyspark']"
1635,Allstate,Data scientist,sql/r/python/big data,Phd,0.5,Paris,"['sql', 'r', 'python', 'big data']"
1636,University of Texas at Austin,Data scientist,python/tensorflow/r/big data,Phd,2.0,Paris,"['python', 'tensorflow', 'r', 'big data']"
1637,Northwestern University,Data scientist,sql/r/python/big data,Master,6.0,Bordeaux,"['sql', 'r', 'python', 'big data']"
1638,Harvard Pilgrim Health Care,Data engineer,java/linux/gnu/docker,No diploma,0.5,Toulouse,"['java', 'linux', 'gnu', 'docker']"
